PATH,BEGBAT,ENDBAT,CALLTR,MEDTYP,BAND,MEDCODE,OFFCD,ADVTN,PRODN,INVDAT,ESTCODE,INVNO,BRODMN,ADVTC,PRODC,RUNDAT,TIMEDAY,TYPE,COPYID,RATE,NETWORK,GROBIL,AGYCOM,NETDUE,NETTAX,Comment,Rejected,ICOST,PayeeName,Address1,Address2,Verified,Image_Name,SEQNO
,,,,,,,,,,,,,,,,2020313,0650AM,60,SILVERADO,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020313,0739AM,60,CREDIT,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020313,0812AM,60,SILVERADO,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020313,0937AM,60,TRAX,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020313,1037AM,60,SILVERADO,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020313,1138AM,60,EQUINOX,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020313,1337AM,60,TRAX,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020313,1437AM,60,SILVERADO,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020313,1907AM,60,EQUINOX,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020313,2007AM,60,SILVERADO,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020313,2137AM,60,SILVERADO,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020313,2237AM,60,CREDIT,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020313,2337AM,60,SILVERADO,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020314,0720AM,60,SILVERADO,1900,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020314,0907AM,60,SILVERADO,1900,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020314,1007AM,60,CREDIT,1900,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020314,1237AM,60,SILVERADO,1900,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020314,1507AM,60,TRAX,1900,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020314,1707AM,60,SILVERADO,1900,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020315,0725AM,60,EQUINOX,1900,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020315,1215AM,60,TRAX,1900,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020315,1637AM,60,SILVERADO,1900,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020315,1737AM,60,EQUINOX,1900,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020315,1837AM,60,SILVERADO,1900,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020315,2050AM,60,SILVERADO,1900,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020316,0651AM,60,CREDIT,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020316,0738AM,60,SILVERADO,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020316,0837AM,60,TRAX,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020316,0937AM,60,SILVERADO,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020316,1037AM,60,EQUINOX,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020316,1220AM,60,TRAX,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020316,1320AM,60,SILVERADO,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020316,1421AM,60,EQUINOX,2100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020316,1507AM,60,SILVERADO,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020316,1537AM,60,SILVERADO,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020316,1621AM,60,CREDIT,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020316,1707AM,60,SILVERADO,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020316,2020AM,60,TRAX,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020316,2120AM,60,SILVERADO,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020316,2220AM,60,EQUINOX,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020316,2337AM,60,TRAX,1700,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020317,0651AM,60,SILVERADO,2200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2020317,0738AM,60,EQUINOX,2200,,,,,,,,,,,,,,
